"231670",NULL,"755.25","37.558488","126.937174","0"
"231671",NULL,"592.825","37.557639","126.941655","0"
"231672",NULL,"591.23","37.556322","126.942266","0"
"231673",NULL,"530.34","37.556372","126.940861","0"
"231674",NULL,"434.435","37.558838","126.940118","0"
"231675",NULL,"388.145","37.559455","126.938131","0"
"231676",NULL,"374.405","37.557805","126.941174","0"
"231677",NULL,"366.6","37.556624","126.939426","0"
"231678",NULL,"350.495","37.557675","126.938808","0"
"231679",NULL,"335.295","37.55905","126.942331","0"
"231680",NULL,"329.525","37.559061","126.943023","0"
"231681",NULL,"317.195","37.569292","126.933863","0"
"231682",NULL,"305.02","37.56931","126.933753","0"
"231683",NULL,"298.41","37.558389","126.949049","0"
"231684",NULL,"292.03","37.558519","126.949149","0"
"231685",NULL,"290.125","37.564432","126.937364","0"
"231686",NULL,"283.16","37.564878","126.933903","0"
"231687",NULL,"272.12","37.558352","126.936184","0"
"231688",NULL,"263.5","37.557523","126.93715","0"
"231689",NULL,"253.915","37.564844","126.918086","0"
"231690",NULL,"246.83","37.564458","126.925681","0"
"231691",NULL,"244.805","37.560807","126.94935","0"
"231692",NULL,"241.935","37.573201","126.934797","0"
"231693",NULL,"236.81","37.569304","126.928636","0"
"231694",NULL,"233.68","37.557483","126.935402","0"
"231695",NULL,"229.37","37.572901","126.942382","0"
"231696",NULL,"218.39","37.572277","126.944569","0"
"231697",NULL,"210.46","37.564049","126.920199","0"
"231698",NULL,"207.5","37.563775","126.922791","0"
"231699",NULL,"204.48","37.572098","126.946892","0"
"231700",NULL,"200.86","37.571908","126.944289","0"
"231701",NULL,"193.175","37.557547","126.942832","0"
"231702",NULL,"186.29","37.557025","126.940324","0"
"231703",NULL,"183.885","37.557726","126.937432","0"
"231704",NULL,"183.76","37.558542","126.946462","0"
"231705",NULL,"182.315","37.557045","126.948971","0"
"231706",NULL,"178.775","37.557247","126.942127","0"
"231707",NULL,"174.775","37.557014","126.938471","0"
"231708",NULL,"171.11","37.556883","126.938796","0"
"231709",NULL,"168.685","37.570258","126.926825","0"
"231710",NULL,"167.515","37.574229","126.928575","0"
"231711",NULL,"165.045","37.562448","126.950607","0"
"231712",NULL,"163.115","37.558489","126.948938","0"
"231713",NULL,"160.03","37.561982","126.944722","0"
"231714",NULL,"155.95","37.570837","126.931256","0"
"231715",NULL,"153.96","37.566068","126.934337","0"
"231716",NULL,"151.335","37.558354","126.952752","0"
"231717",NULL,"149.6","37.568741","126.93774","0"
"231718",NULL,"148.865","37.577374","126.911795","0"
